Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""midtern/Page_product-detail/button_closeImg""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:43:55,28-11-2025 15:43:55,0.192s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/add-to-cart-from-pd,Edge Chromium 142.0.3595.94,,,28-11-2025 15:43:55,28-11-2025 15:44:30,34.487s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/label_chose_color""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:43:55,28-11-2025 15:44:26,30.143s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/lsize_M""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:44:26,28-11-2025 15:44:26,0.822s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/saddtocart""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:44:26,28-11-2025 15:44:27,0.644s,PASSED
"verifyElementText(findTestObject(""Object Repository/midtern/Page_productp/titleGiohang""), ""GIỎ HÀNG"")",Edge Chromium 142.0.3595.94,,,28-11-2025 15:44:27,28-11-2025 15:44:29,1.812s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/add1""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:44:29,28-11-2025 15:44:29,0.396s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/scloase""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:44:29,28-11-2025 15:44:30,0.588s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/product-relative,Edge Chromium 142.0.3595.94,,,28-11-2025 15:44:30,28-11-2025 15:45:04,33.848s,FAILED
"verifyElementPresent(findTestObject(""Object Repository/midtern/Page_product-detail/div_product-relatetive-list""), 0)",Edge Chromium 142.0.3595.94,,,28-11-2025 15:44:30,28-11-2025 15:44:33,3.396s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/midtern/Page_product-detail/a_product-relative""))",Edge Chromium 142.0.3595.94,,,28-11-2025 15:44:33,28-11-2025 15:45:04,30.374s,FAILED
