Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementClickable(findTestObject(""midtern/Page_product-detail/size_XL""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:42,28-11-2025 15:57:42,0.297s,PASSED
"verifyElementClickable(findTestObject(""midtern/Page_product-detail/size_XXL""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:42,28-11-2025 15:57:43,0.301s,PASSED
"verifyElementVisible(findTestObject(""midtern/Page_product-detail/div_image""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:43,28-11-2025 15:57:43,0.055s,PASSED
"verifyElementVisible(findTestObject(""midtern/Page_product-detail/div_image""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:43,28-11-2025 15:57:43,0.051s,PASSED
"click(findTestObject(""midtern/Page_product-detail/div_image""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:43,28-11-2025 15:57:43,0.167s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/image,Chrome 142.0.7444.176,,,28-11-2025 15:57:43,28-11-2025 15:57:49,6.169s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/img_product""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:43,28-11-2025 15:57:44,0.552s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:44,28-11-2025 15:57:44,0.619s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:44,28-11-2025 15:57:45,0.591s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:45,28-11-2025 15:57:45,0.589s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:45,28-11-2025 15:57:46,0.582s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:46,28-11-2025 15:57:47,0.585s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:47,28-11-2025 15:57:47,0.702s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:47,28-11-2025 15:57:48,0.478s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom_in""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:48,28-11-2025 15:57:48,0.584s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom_out""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:48,28-11-2025 15:57:49,0.587s,PASSED
"click(findTestObject(""midtern/Page_product-detail/button_closeImg""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:49,28-11-2025 15:57:49,0.194s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/add-to-cart-from-pd,Chrome 142.0.7444.176,,,28-11-2025 15:57:49,28-11-2025 15:58:23,34.228s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/label_chose_color""))",Chrome 142.0.7444.176,,,28-11-2025 15:57:49,28-11-2025 15:58:19,30.131s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/lsize_M""))",Chrome 142.0.7444.176,,,28-11-2025 15:58:19,28-11-2025 15:58:20,0.597s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/saddtocart""))",Chrome 142.0.7444.176,,,28-11-2025 15:58:20,28-11-2025 15:58:21,0.622s,PASSED
"verifyElementText(findTestObject(""Object Repository/midtern/Page_productp/titleGiohang""), ""GIỎ HÀNG"")",Chrome 142.0.7444.176,,,28-11-2025 15:58:21,28-11-2025 15:58:22,1.745s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/add1""))",Chrome 142.0.7444.176,,,28-11-2025 15:58:22,28-11-2025 15:58:23,0.390s,PASSED
"click(findTestObject(""midtern/Page_product-detail/sclose_cart""))",Chrome 142.0.7444.176,,,28-11-2025 15:58:23,28-11-2025 15:58:23,0.652s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/product-relative,Chrome 142.0.7444.176,,,28-11-2025 15:58:23,28-11-2025 15:58:39,16.015s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/midtern/Page_product-detail/div_product-relatetive-list""), 0)",Chrome 142.0.7444.176,,,28-11-2025 15:58:23,28-11-2025 15:58:24,0.728s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/midtern/Page_product-detail/a_product-relative""))",Chrome 142.0.7444.176,,,28-11-2025 15:58:24,28-11-2025 15:58:34,9.746s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/a_product-relative""))",Chrome 142.0.7444.176,,,28-11-2025 15:58:34,28-11-2025 15:58:39,5.458s,PASSED
