Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementClickable(findTestObject(""midtern/Page_product-detail/size_XL""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:27,28-11-2025 21:11:27,0.306s,PASSED
"verifyElementClickable(findTestObject(""midtern/Page_product-detail/size_XXL""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:27,28-11-2025 21:11:27,0.306s,PASSED
"verifyElementVisible(findTestObject(""midtern/Page_product-detail/div_image""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:27,28-11-2025 21:11:27,0.050s,PASSED
"verifyElementVisible(findTestObject(""midtern/Page_product-detail/div_image""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:27,28-11-2025 21:11:27,0.040s,PASSED
"click(findTestObject(""midtern/Page_product-detail/div_image""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:27,28-11-2025 21:11:28,0.178s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/image,Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:28,28-11-2025 21:11:34,6.308s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/img_product""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:28,28-11-2025 21:11:28,0.552s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:28,28-11-2025 21:11:29,0.612s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:29,28-11-2025 21:11:29,0.580s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:29,28-11-2025 21:11:30,0.597s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:30,28-11-2025 21:11:31,0.610s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_next_img""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:31,28-11-2025 21:11:31,0.610s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:31,28-11-2025 21:11:32,0.613s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:32,28-11-2025 21:11:32,0.614s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom_in""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:32,28-11-2025 21:11:33,0.549s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/button_zoom_out""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:33,28-11-2025 21:11:34,0.621s,PASSED
"click(findTestObject(""midtern/Page_product-detail/button_closeImg""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:34,28-11-2025 21:11:34,0.241s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/add-to-cart-from-pd,Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:34,28-11-2025 21:12:08,33.763s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/label_chose_color""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:11:34,28-11-2025 21:12:04,30.134s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/lsize_M""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:04,28-11-2025 21:12:05,0.585s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/saddtocart""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:05,28-11-2025 21:12:05,0.609s,PASSED
"verifyElementText(findTestObject(""Object Repository/midtern/Page_productp/titleGiohang""), ""GIỎ HÀNG"")",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:05,28-11-2025 21:12:07,1.313s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_productp/add1""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:07,28-11-2025 21:12:07,0.389s,PASSED
"click(findTestObject(""midtern/Page_product-detail/sclose_cart""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:07,28-11-2025 21:12:08,0.613s,PASSED
,,,,,,,
Test Cases/midtern/product-Detail/product-relative,Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:08,28-11-2025 21:12:29,21.744s,PASSED
"navigateToUrl(""https://aristino.com/products/ao-khoac-2-lop-nam-xanh-reu-aristino-regular-fit-ajk606edp01"")",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:08,28-11-2025 21:12:10,2.602s,PASSED
"alertObj = findTestObject(""midtern/Page_Register/Page_alert/alert_nitification"")",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:10,28-11-2025 21:12:10,0.007s,PASSED
"btnAllow = findTestObject(""midtern/Page_Register/Page_alert/button_chophep"")",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:10,28-11-2025 21:12:10,0.006s,PASSED
"if (waitForElementVisible(alertObj, 5, OPTIONAL))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:10,28-11-2025 21:12:15,4.488s,PASSED
"btnCloseAd = findTestObject(""midtern/Page_Register/Page_adventis/btn_closeAd"")",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:15,28-11-2025 21:12:15,0.011s,PASSED
"if (waitForElementVisible(btnCloseAd, 5, OPTIONAL))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:15,28-11-2025 21:12:20,5.027s,WARNING
"verifyElementPresent(findTestObject(""Object Repository/midtern/Page_product-detail/div_product-relatetive-list""), 0)",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:20,28-11-2025 21:12:24,4.023s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/midtern/Page_product-detail/a_product-relative""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:24,28-11-2025 21:12:24,0.316s,PASSED
"click(findTestObject(""Object Repository/midtern/Page_product-detail/a_product-relative""))",Edge Chromium 142.0.3595.94,,,28-11-2025 21:12:24,28-11-2025 21:12:29,5.111s,PASSED
